country,date,total
China,2020-04-26,83912
China,2020-04-27,83918
China,2020-04-28,83940
China,2020-04-29,83944
China,2020-04-03,82511
China,2020-04-30,83956
China,2020-04-04,82543
China,2020-04-05,82602
China,2020-04-06,82665
China,2020-04-07,82718
China,2020-04-08,82809
China,2020-04-09,82883
China,2020-05-01,83959
China,2020-05-10,84010
China,2020-05-11,84011
China,2020-05-12,84018
China,2020-05-13,84024
China,2020-05-14,84029
China,2020-05-15,84038
China,2020-05-16,84044
China,2020-05-17,84054
China,2020-05-18,84063
China,2020-05-19,84063
China,2020-05-02,83959
China,2020-05-20,84063
China,2020-05-21,84063
China,2020-05-22,84081
China,2020-05-23,84084
China,2020-05-24,84095
China,2020-05-25,84102
China,2020-05-26,84103
China,2020-05-27,84106
China,2020-05-28,84106
China,2020-05-29,84123
China,2020-05-03,83964
China,2020-05-30,84128
China,2020-05-31,84146
China,2020-05-04,83966
China,2020-05-05,83968
China,2020-05-06,83970
China,2020-05-07,83975
China,2020-05-08,83976
China,2020-05-09,83990
China,2020-06-01,84154
China,2020-06-10,84209
China,2020-06-11,84216
China,2020-06-12,84228
China,2020-06-13,84286
China,2020-06-14,84335
China,2020-06-15,84378
China,2020-06-16,84422
China,2020-06-17,84458
China,2020-06-18,84494
China,2020-06-19,84494
China,2020-06-02,84161
China,2020-06-20,84553
China,2020-06-21,84572
China,2020-06-22,84624
China,2020-06-23,84653
China,2020-06-24,84673
China,2020-06-25,84701
China,2020-06-26,84725
China,2020-06-27,84743
China,2020-06-28,84757
China,2020-06-29,84780
China,2020-06-03,84160
China,2020-06-30,84785
China,2020-06-04,84171
China,2020-06-05,84177
China,2020-06-06,84186
China,2020-06-07,84191
China,2020-06-08,84195
China,2020-06-09,84198
China,2020-07-01,84816
China,2020-07-02,84830
China,2020-07-03,84838
China,2020-07-04,84857
China,2020-07-05,84871
China,2020-07-06,84889
China,2020-07-07,84917
Colombia,2020-01-22,0
Colombia,2020-01-23,0
Colombia,2020-01-24,0
Colombia,2020-01-25,0
Colombia,2020-01-26,0
Colombia,2020-01-27,0
Colombia,2020-01-28,0
Colombia,2020-01-29,0
Colombia,2020-01-30,0
Colombia,2020-01-31,0
Colombia,2020-02-01,0
Colombia,2020-02-10,0
Colombia,2020-02-11,0
Colombia,2020-02-12,0
Colombia,2020-02-13,0
Colombia,2020-02-14,0
Colombia,2020-02-15,0
Colombia,2020-02-16,0
Colombia,2020-02-17,0
Colombia,2020-02-18,0
Colombia,2020-02-19,0
Colombia,2020-02-02,0
Colombia,2020-02-20,0
Colombia,2020-02-21,0
Colombia,2020-02-22,0
Colombia,2020-02-23,0
Colombia,2020-02-24,0
Colombia,2020-02-25,0
Colombia,2020-02-26,0
Colombia,2020-02-27,0
Colombia,2020-02-28,0
Colombia,2020-02-29,0
Colombia,2020-02-03,0
Colombia,2020-02-04,0
Colombia,2020-02-05,0
Colombia,2020-02-06,0
Colombia,2020-02-07,0
Colombia,2020-02-08,0
Colombia,2020-02-09,0
Colombia,2020-03-01,0
Colombia,2020-03-10,3
Colombia,2020-03-11,9
Colombia,2020-03-12,9
Colombia,2020-03-13,13
Colombia,2020-03-14,22
Colombia,2020-03-15,34
Colombia,2020-03-16,54
Colombia,2020-03-17,65
Colombia,2020-03-18,93
Colombia,2020-03-19,102
Colombia,2020-03-02,0
Colombia,2020-03-20,128
Colombia,2020-03-21,196
Colombia,2020-03-22,231
Colombia,2020-03-23,277
Colombia,2020-03-24,378
Colombia,2020-03-25,470
Colombia,2020-03-26,491
Colombia,2020-03-27,539
Colombia,2020-03-28,608
Colombia,2020-03-29,702
Colombia,2020-03-03,0
Colombia,2020-03-30,798
Colombia,2020-03-31,906
Colombia,2020-03-04,0
Colombia,2020-03-05,0
Colombia,2020-03-06,1
Colombia,2020-03-07,1
Colombia,2020-03-08,1
Colombia,2020-03-09,1
Colombia,2020-04-01,1065
Colombia,2020-04-10,2473
Colombia,2020-04-11,2709
Colombia,2020-04-12,2776
Colombia,2020-04-13,2852
Colombia,2020-04-14,2979
Colombia,2020-04-15,3105
Colombia,2020-04-16,3233
Colombia,2020-04-17,3439
Colombia,2020-04-18,3439
Colombia,2020-04-19,3792
Colombia,2020-04-02,1161
Colombia,2020-04-20,3977
Colombia,2020-04-21,4149
Colombia,2020-04-22,4356
Colombia,2020-04-23,4561
Colombia,2020-04-24,4881
Colombia,2020-04-25,5142
Colombia,2020-04-26,5379
Colombia,2020-04-27,5597
Colombia,2020-04-28,5949
Colombia,2020-04-29,6207
Colombia,2020-04-03,1267
Colombia,2020-04-30,6507
Colombia,2020-04-04,1406
Colombia,2020-04-05,1485
Colombia,2020-04-06,1579
Colombia,2020-04-07,1780
Colombia,2020-04-08,2054
Colombia,2020-04-09,2223
Colombia,2020-05-01,7006
Colombia,2020-05-10,11063
Colombia,2020-05-11,11613
Colombia,2020-05-12,12272
Colombia,2020-05-13,12930
Colombia,2020-05-14,13610
Colombia,2020-05-15,14216
Colombia,2020-05-16,14939
Colombia,2020-05-17,15574
Colombia,2020-05-18,16295
Colombia,2020-05-19,16935
Colombia,2020-05-02,7285
Colombia,2020-05-20,17687
Colombia,2020-05-21,18330
Colombia,2020-05-22,19131
Colombia,2020-05-23,20177
Colombia,2020-05-24,21175
Colombia,2020-05-25,21981
Colombia,2020-05-26,23003
Colombia,2020-05-27,24104
Colombia,2020-05-28,24141
Colombia,2020-05-29,25406
Colombia,2020-05-03,7668
Colombia,2020-05-30,26734
Colombia,2020-05-31,27219
Colombia,2020-05-04,7973
Colombia,2020-05-05,8613
Colombia,2020-05-06,8959
Colombia,2020-05-07,9456
Colombia,2020-05-08,10051
Colombia,2020-05-09,10495
Colombia,2020-06-01,29384
Colombia,2020-06-10,42206
Colombia,2020-06-11,43810
Colombia,2020-06-12,45344
Colombia,2020-06-13,46994
Colombia,2020-06-14,48896
Colombia,2020-06-15,53168
Colombia,2020-06-16,53211
Colombia,2020-06-17,55083
Colombia,2020-06-18,57202
Colombia,2020-06-19,60387
Colombia,2020-06-02,30593
Colombia,2020-06-20,63454
Colombia,2020-06-21,68836
Colombia,2020-06-22,71367
Colombia,2020-06-23,73760
Colombia,2020-06-24,73760
Colombia,2020-06-25,77313
Colombia,2020-06-26,80811
Colombia,2020-06-27,84660
Colombia,2020-06-28,91995
Colombia,2020-06-29,91995
Colombia,2020-06-03,31935
Colombia,2020-06-30,95269
Colombia,2020-06-04,33466
Colombia,2020-06-05,36759
Colombia,2020-06-06,36759
Colombia,2020-06-07,38149
Colombia,2020-06-08,40847
Colombia,2020-06-09,40847
Colombia,2020-07-01,98090
Colombia,2020-07-02,102261
Colombia,2020-07-03,106392
Colombia,2020-07-04,109793
Colombia,2020-07-05,113685
Colombia,2020-07-06,117412
Colombia,2020-07-07,120281
Comoros,2020-01-22,0
Comoros,2020-01-23,0
Comoros,2020-01-24,0
Comoros,2020-01-25,0
Comoros,2020-01-26,0
Comoros,2020-01-27,0
Comoros,2020-01-28,0
Comoros,2020-01-29,0
Comoros,2020-01-30,0
Comoros,2020-01-31,0
Comoros,2020-02-01,0
Comoros,2020-02-10,0
Comoros,2020-02-11,0
Comoros,2020-02-12,0
Comoros,2020-02-13,0
Comoros,2020-02-14,0
Comoros,2020-02-15,0
Comoros,2020-02-16,0
Comoros,2020-02-17,0
Comoros,2020-02-18,0
Comoros,2020-02-19,0
Comoros,2020-02-02,0
Comoros,2020-02-20,0
Comoros,2020-02-21,0
Comoros,2020-02-22,0
Comoros,2020-02-23,0
Comoros,2020-02-24,0
Comoros,2020-02-25,0
Comoros,2020-02-26,0
Comoros,2020-02-27,0
Comoros,2020-02-28,0
Comoros,2020-02-29,0
Comoros,2020-02-03,0
Comoros,2020-02-04,0
Comoros,2020-02-05,0
Comoros,2020-02-06,0
Comoros,2020-02-07,0
Comoros,2020-02-08,0
Comoros,2020-02-09,0
Comoros,2020-03-01,0
Comoros,2020-03-10,0
Comoros,2020-03-11,0
Comoros,2020-03-12,0
Comoros,2020-03-13,0
Comoros,2020-03-14,0
Comoros,2020-03-15,0
Comoros,2020-03-16,0
Comoros,2020-03-17,0
Comoros,2020-03-18,0
Comoros,2020-03-19,0
Comoros,2020-03-02,0
Comoros,2020-03-20,0
Comoros,2020-03-21,0
Comoros,2020-03-22,0
Comoros,2020-03-23,0
Comoros,2020-03-24,0
Comoros,2020-03-25,0
Comoros,2020-03-26,0
Comoros,2020-03-27,0
Comoros,2020-03-28,0
Comoros,2020-03-29,0
Comoros,2020-03-03,0
Comoros,2020-03-30,0
Comoros,2020-03-31,0
Comoros,2020-03-04,0
Comoros,2020-03-05,0
Comoros,2020-03-06,0
Comoros,2020-03-07,0
Comoros,2020-03-08,0
Comoros,2020-03-09,0
Comoros,2020-04-01,0
Comoros,2020-04-10,0
Comoros,2020-04-11,0
Comoros,2020-04-12,0
Comoros,2020-04-13,0
Comoros,2020-04-14,0
Comoros,2020-04-15,0
Comoros,2020-04-16,0
Comoros,2020-04-17,0
Comoros,2020-04-18,0
Comoros,2020-04-19,0
Comoros,2020-04-02,0
Comoros,2020-04-20,0
Comoros,2020-04-21,0
Comoros,2020-04-22,0
Comoros,2020-04-23,0
Comoros,2020-04-24,0
Comoros,2020-04-25,0
Comoros,2020-04-26,0
Comoros,2020-04-27,0
Comoros,2020-04-28,0
Comoros,2020-04-29,0
Comoros,2020-04-03,0
Comoros,2020-04-30,1
Comoros,2020-04-04,0
Comoros,2020-04-05,0
Comoros,2020-04-06,0
Comoros,2020-04-07,0
Comoros,2020-04-08,0
Comoros,2020-04-09,0
Comoros,2020-05-01,1
Comoros,2020-05-10,11
Comoros,2020-05-11,11
Comoros,2020-05-12,11
Comoros,2020-05-13,11
Comoros,2020-05-14,11
Comoros,2020-05-15,11
Comoros,2020-05-16,11
Comoros,2020-05-17,11
Comoros,2020-05-18,11
Comoros,2020-05-19,11
Comoros,2020-05-02,3
Comoros,2020-05-20,34
Comoros,2020-05-21,34
Comoros,2020-05-22,78
Comoros,2020-05-23,78
Comoros,2020-05-24,87
Comoros,2020-05-25,87
Comoros,2020-05-26,87
Comoros,2020-05-27,87
Comoros,2020-05-28,87
Comoros,2020-05-29,87
Comoros,2020-05-03,3
Comoros,2020-05-30,106
Comoros,2020-05-31,106
Comoros,2020-05-04,3
Comoros,2020-05-05,3
Comoros,2020-05-06,8
Comoros,2020-05-07,8
Comoros,2020-05-08,8
Comoros,2020-05-09,11
Comoros,2020-06-01,106
Comoros,2020-06-10,162
Comoros,2020-06-11,162
Comoros,2020-06-12,163
Comoros,2020-06-13,176
Comoros,2020-06-14,176
Comoros,2020-06-15,176
Comoros,2020-06-16,197
Comoros,2020-06-17,197
Comoros,2020-06-18,210
Comoros,2020-06-19,210
Comoros,2020-06-02,132
Comoros,2020-06-20,247
Comoros,2020-06-21,247
Comoros,2020-06-22,247
Comoros,2020-06-23,265
Comoros,2020-06-24,265
Comoros,2020-06-25,272
Comoros,2020-06-26,272
Comoros,2020-06-27,272
Comoros,2020-06-28,272
Comoros,2020-06-29,272
Comoros,2020-06-03,132
Comoros,2020-06-30,303
Comoros,2020-06-04,132
Comoros,2020-06-05,132
Comoros,2020-06-06,141
Comoros,2020-06-07,141
Comoros,2020-06-08,141
Comoros,2020-06-09,141
Comoros,2020-07-01,303
Comoros,2020-07-02,303
Comoros,2020-07-03,309
Comoros,2020-07-04,309
Comoros,2020-07-05,311
Comoros,2020-07-06,311
Comoros,2020-07-07,311
Congo (Brazzaville),2020-01-22,0
Congo (Brazzaville),2020-01-23,0
Congo (Brazzaville),2020-01-24,0
Congo (Brazzaville),2020-01-25,0
Congo (Brazzaville),2020-01-26,0
Congo (Brazzaville),2020-01-27,0
Congo (Brazzaville),2020-01-28,0
Congo (Brazzaville),2020-01-29,0
Congo (Brazzaville),2020-01-30,0
Congo (Brazzaville),2020-01-31,0
Congo (Brazzaville),2020-02-01,0
Congo (Brazzaville),2020-02-10,0
Congo (Brazzaville),2020-02-11,0
Congo (Brazzaville),2020-02-12,0
Congo (Brazzaville),2020-02-13,0
Congo (Brazzaville),2020-02-14,0
Congo (Brazzaville),2020-02-15,0
Congo (Brazzaville),2020-02-16,0
Congo (Brazzaville),2020-02-17,0
Congo (Brazzaville),2020-02-18,0
Congo (Brazzaville),2020-02-19,0
Congo (Brazzaville),2020-02-02,0
Congo (Brazzaville),2020-02-20,0
Congo (Brazzaville),2020-02-21,0
Congo (Brazzaville),2020-02-22,0
Congo (Brazzaville),2020-02-23,0
Congo (Brazzaville),2020-02-24,0
Congo (Brazzaville),2020-02-25,0
Congo (Brazzaville),2020-02-26,0
Congo (Brazzaville),2020-02-27,0
Congo (Brazzaville),2020-02-28,0
Congo (Brazzaville),2020-02-29,0
Congo (Brazzaville),2020-02-03,0
Congo (Brazzaville),2020-02-04,0
Congo (Brazzaville),2020-02-05,0
Congo (Brazzaville),2020-02-06,0
Congo (Brazzaville),2020-02-07,0
Congo (Brazzaville),2020-02-08,0
Congo (Brazzaville),2020-02-09,0
Congo (Brazzaville),2020-03-01,0
Congo (Brazzaville),2020-03-10,0
Congo (Brazzaville),2020-03-11,0
Congo (Brazzaville),2020-03-12,0
Congo (Brazzaville),2020-03-13,0
Congo (Brazzaville),2020-03-14,0
Congo (Brazzaville),2020-03-15,1
Congo (Brazzaville),2020-03-16,1
Congo (Brazzaville),2020-03-17,1
Congo (Brazzaville),2020-03-18,1
Congo (Brazzaville),2020-03-19,3
Congo (Brazzaville),2020-03-02,0
Congo (Brazzaville),2020-03-20,3
Congo (Brazzaville),2020-03-21,3
Congo (Brazzaville),2020-03-22,3
Congo (Brazzaville),2020-03-23,4
Congo (Brazzaville),2020-03-24,4
Congo (Brazzaville),2020-03-25,4
Congo (Brazzaville),2020-03-26,4
Congo (Brazzaville),2020-03-27,4
Congo (Brazzaville),2020-03-28,4
Congo (Brazzaville),2020-03-29,19
Congo (Brazzaville),2020-03-03,0
Congo (Brazzaville),2020-03-30,19
Congo (Brazzaville),2020-03-31,19
Congo (Brazzaville),2020-03-04,0
Congo (Brazzaville),2020-03-05,0
Congo (Brazzaville),2020-03-06,0
Congo (Brazzaville),2020-03-07,0
Congo (Brazzaville),2020-03-08,0
Congo (Brazzaville),2020-03-09,0
Congo (Brazzaville),2020-04-01,19
Congo (Brazzaville),2020-04-10,60
Congo (Brazzaville),2020-04-11,60
Congo (Brazzaville),2020-04-12,60
Congo (Brazzaville),2020-04-13,60
Congo (Brazzaville),2020-04-14,60
Congo (Brazzaville),2020-04-15,117
Congo (Brazzaville),2020-04-16,117
Congo (Brazzaville),2020-04-17,143
Congo (Brazzaville),2020-04-18,143
Congo (Brazzaville),2020-04-19,143
Congo (Brazzaville),2020-04-02,22
Congo (Brazzaville),2020-04-20,160
Congo (Brazzaville),2020-04-21,165
Congo (Brazzaville),2020-04-22,186
Congo (Brazzaville),2020-04-23,186
Congo (Brazzaville),2020-04-24,200
Congo (Brazzaville),2020-04-25,200
Congo (Brazzaville),2020-04-26,200
Congo (Brazzaville),2020-04-27,200
Congo (Brazzaville),2020-04-28,207
Congo (Brazzaville),2020-04-29,207
Congo (Brazzaville),2020-04-03,22
Congo (Brazzaville),2020-04-30,220
Congo (Brazzaville),2020-04-04,22
Congo (Brazzaville),2020-04-05,45
Congo (Brazzaville),2020-04-06,45
Congo (Brazzaville),2020-04-07,45
Congo (Brazzaville),2020-04-08,45
Congo (Brazzaville),2020-04-09,60
Congo (Brazzaville),2020-05-01,229
Congo (Brazzaville),2020-05-10,274
Congo (Brazzaville),2020-05-11,333
Congo (Brazzaville),2020-05-12,333
Congo (Brazzaville),2020-05-13,333
Congo (Brazzaville),2020-05-14,391
Congo (Brazzaville),2020-05-15,391
Congo (Brazzaville),2020-05-16,391
Congo (Brazzaville),2020-05-17,391
Congo (Brazzaville),2020-05-18,412
Congo (Brazzaville),2020-05-19,420
Congo (Brazzaville),2020-05-02,229
Congo (Brazzaville),2020-05-20,420
Congo (Brazzaville),2020-05-21,469
Congo (Brazzaville),2020-05-22,469
Congo (Brazzaville),2020-05-23,487
Congo (Brazzaville),2020-05-24,487
Congo (Brazzaville),2020-05-25,487
Congo (Brazzaville),2020-05-26,487
Congo (Brazzaville),2020-05-27,571
Congo (Brazzaville),2020-05-28,571
Congo (Brazzaville),2020-05-29,571
Congo (Brazzaville),2020-05-03,229
Congo (Brazzaville),2020-05-30,571
Congo (Brazzaville),2020-05-31,611
Congo (Brazzaville),2020-05-04,236
Congo (Brazzaville),2020-05-05,236
Congo (Brazzaville),2020-05-06,264
Congo (Brazzaville),2020-05-07,264
Congo (Brazzaville),2020-05-08,274
Congo (Brazzaville),2020-05-09,274
Congo (Brazzaville),2020-06-01,611
Congo (Brazzaville),2020-06-10,728
Congo (Brazzaville),2020-06-11,728
Congo (Brazzaville),2020-06-12,728
Congo (Brazzaville),2020-06-13,728
Congo (Brazzaville),2020-06-14,728
Congo (Brazzaville),2020-06-15,883
Congo (Brazzaville),2020-06-16,883
Congo (Brazzaville),2020-06-17,883
Congo (Brazzaville),2020-06-18,883
Congo (Brazzaville),2020-06-19,883
Congo (Brazzaville),2020-06-02,611
Congo (Brazzaville),2020-06-20,883
Congo (Brazzaville),2020-06-21,883
Congo (Brazzaville),2020-06-22,1087
Congo (Brazzaville),2020-06-23,1087
Congo (Brazzaville),2020-06-24,1087
Congo (Brazzaville),2020-06-25,1087
Congo (Brazzaville),2020-06-26,1087
Congo (Brazzaville),2020-06-27,1087
Congo (Brazzaville),2020-06-28,1087
Congo (Brazzaville),2020-06-29,1087
Congo (Brazzaville),2020-06-03,611
Congo (Brazzaville),2020-06-30,1087
Congo (Brazzaville),2020-06-04,611
Congo (Brazzaville),2020-06-05,635
Congo (Brazzaville),2020-06-06,683
Congo (Brazzaville),2020-06-07,683
Congo (Brazzaville),2020-06-08,683
Congo (Brazzaville),2020-06-09,728
Congo (Brazzaville),2020-07-01,1382
Congo (Brazzaville),2020-07-02,1382
Congo (Brazzaville),2020-07-03,1557
Congo (Brazzaville),2020-07-04,1557
Congo (Brazzaville),2020-07-05,1557
Congo (Brazzaville),2020-07-06,1557
Congo (Brazzaville),2020-07-07,1557
Congo (Kinshasa),2020-01-22,0
Congo (Kinshasa),2020-01-23,0
Congo (Kinshasa),2020-01-24,0
Congo (Kinshasa),2020-01-25,0
Congo (Kinshasa),2020-01-26,0
Congo (Kinshasa),2020-01-27,0
Congo (Kinshasa),2020-01-28,0
Congo (Kinshasa),2020-01-29,0
Congo (Kinshasa),2020-01-30,0
Congo (Kinshasa),2020-01-31,0
Congo (Kinshasa),2020-02-01,0
Congo (Kinshasa),2020-02-10,0
Congo (Kinshasa),2020-02-11,0
Congo (Kinshasa),2020-02-12,0
Congo (Kinshasa),2020-02-13,0
Congo (Kinshasa),2020-02-14,0
Congo (Kinshasa),2020-02-15,0
Congo (Kinshasa),2020-02-16,0
Congo (Kinshasa),2020-02-17,0
Congo (Kinshasa),2020-02-18,0
Congo (Kinshasa),2020-02-19,0
Congo (Kinshasa),2020-02-02,0
Congo (Kinshasa),2020-02-20,0
Congo (Kinshasa),2020-02-21,0
Congo (Kinshasa),2020-02-22,0
Congo (Kinshasa),2020-02-23,0
Congo (Kinshasa),2020-02-24,0
Congo (Kinshasa),2020-02-25,0
Congo (Kinshasa),2020-02-26,0
Congo (Kinshasa),2020-02-27,0
Congo (Kinshasa),2020-02-28,0
Congo (Kinshasa),2020-02-29,0
Congo (Kinshasa),2020-02-03,0
Congo (Kinshasa),2020-02-04,0
Congo (Kinshasa),2020-02-05,0
Congo (Kinshasa),2020-02-06,0
Congo (Kinshasa),2020-02-07,0
Congo (Kinshasa),2020-02-08,0
Congo (Kinshasa),2020-02-09,0
Congo (Kinshasa),2020-03-01,0
Congo (Kinshasa),2020-03-10,0
Congo (Kinshasa),2020-03-11,1
Congo (Kinshasa),2020-03-12,1
Congo (Kinshasa),2020-03-13,2
Congo (Kinshasa),2020-03-14,2
Congo (Kinshasa),2020-03-15,2
Congo (Kinshasa),2020-03-16,2
Congo (Kinshasa),2020-03-17,3
Congo (Kinshasa),2020-03-18,4
Congo (Kinshasa),2020-03-19,14
Congo (Kinshasa),2020-03-02,0
Congo (Kinshasa),2020-03-20,18
Congo (Kinshasa),2020-03-21,23
Congo (Kinshasa),2020-03-22,30
Congo (Kinshasa),2020-03-23,36
Congo (Kinshasa),2020-03-24,45
Congo (Kinshasa),2020-03-25,48
Congo (Kinshasa),2020-03-26,51
Congo (Kinshasa),2020-03-27,51
Congo (Kinshasa),2020-03-28,65
Congo (Kinshasa),2020-03-29,65
Congo (Kinshasa),2020-03-03,0
Congo (Kinshasa),2020-03-30,81
Congo (Kinshasa),2020-03-31,98
Congo (Kinshasa),2020-03-04,0
Congo (Kinshasa),2020-03-05,0
Congo (Kinshasa),2020-03-06,0
Congo (Kinshasa),2020-03-07,0
Congo (Kinshasa),2020-03-08,0
Congo (Kinshasa),2020-03-09,0
Congo (Kinshasa),2020-04-01,109
Congo (Kinshasa),2020-04-10,215
Congo (Kinshasa),2020-04-11,223
Congo (Kinshasa),2020-04-12,234
Congo (Kinshasa),2020-04-13,235
Congo (Kinshasa),2020-04-14,241
Congo (Kinshasa),2020-04-15,254
Congo (Kinshasa),2020-04-16,267
Congo (Kinshasa),2020-04-17,287
Congo (Kinshasa),2020-04-18,307
Congo (Kinshasa),2020-04-19,327
Congo (Kinshasa),2020-04-02,134
Congo (Kinshasa),2020-04-20,332
Congo (Kinshasa),2020-04-21,350
Congo (Kinshasa),2020-04-22,359
Congo (Kinshasa),2020-04-23,377
Congo (Kinshasa),2020-04-24,394
Congo (Kinshasa),2020-04-25,416
Congo (Kinshasa),2020-04-26,442
Congo (Kinshasa),2020-04-27,459
Congo (Kinshasa),2020-04-28,471
Congo (Kinshasa),2020-04-29,491
Congo (Kinshasa),2020-04-03,134
Congo (Kinshasa),2020-04-30,572
Congo (Kinshasa),2020-04-04,154
Congo (Kinshasa),2020-04-05,154
Congo (Kinshasa),2020-04-06,161
Congo (Kinshasa),2020-04-07,180
Congo (Kinshasa),2020-04-08,180
Congo (Kinshasa),2020-04-09,180
Congo (Kinshasa),2020-05-01,604
Congo (Kinshasa),2020-05-10,991
Congo (Kinshasa),2020-05-11,1024
Congo (Kinshasa),2020-05-12,1102
Congo (Kinshasa),2020-05-13,1169
Congo (Kinshasa),2020-05-14,1242
Congo (Kinshasa),2020-05-15,1298
Congo (Kinshasa),2020-05-16,1455
Congo (Kinshasa),2020-05-17,1455
Congo (Kinshasa),2020-05-18,1538
Congo (Kinshasa),2020-05-19,1629
Congo (Kinshasa),2020-05-02,674
Congo (Kinshasa),2020-05-20,1731
Congo (Kinshasa),2020-05-21,1835
Congo (Kinshasa),2020-05-22,1945
Congo (Kinshasa),2020-05-23,2025
Congo (Kinshasa),2020-05-24,2141
Congo (Kinshasa),2020-05-25,2297
Congo (Kinshasa),2020-05-26,2403
Congo (Kinshasa),2020-05-27,2546
Congo (Kinshasa),2020-05-28,2660
Congo (Kinshasa),2020-05-29,2833
Congo (Kinshasa),2020-05-03,674
Congo (Kinshasa),2020-05-30,2966
Congo (Kinshasa),2020-05-31,3070
Congo (Kinshasa),2020-05-04,682
Congo (Kinshasa),2020-05-05,705
Congo (Kinshasa),2020-05-06,797
Congo (Kinshasa),2020-05-07,863
Congo (Kinshasa),2020-05-08,937
Congo (Kinshasa),2020-05-09,937
Congo (Kinshasa),2020-06-01,3195
Congo (Kinshasa),2020-06-10,4390
Congo (Kinshasa),2020-06-11,4515
Congo (Kinshasa),2020-06-12,4637
Congo (Kinshasa),2020-06-13,4724
Congo (Kinshasa),2020-06-14,4778
Congo (Kinshasa),2020-06-15,4837
Congo (Kinshasa),2020-06-16,4974
Congo (Kinshasa),2020-06-17,5100
Congo (Kinshasa),2020-06-18,5283
Congo (Kinshasa),2020-06-19,5477
Congo (Kinshasa),2020-06-02,3326
Congo (Kinshasa),2020-06-20,5672
Congo (Kinshasa),2020-06-21,5826
Congo (Kinshasa),2020-06-22,5924
Congo (Kinshasa),2020-06-23,6027
Congo (Kinshasa),2020-06-24,6213
Congo (Kinshasa),2020-06-25,6411
Congo (Kinshasa),2020-06-26,6552
Congo (Kinshasa),2020-06-27,6690
Congo (Kinshasa),2020-06-28,6827
Congo (Kinshasa),2020-06-29,6939
Congo (Kinshasa),2020-06-03,3495
Congo (Kinshasa),2020-06-30,7039
Congo (Kinshasa),2020-06-04,3644
Congo (Kinshasa),2020-06-05,3764
Congo (Kinshasa),2020-06-06,3878
Congo (Kinshasa),2020-06-07,4016
Congo (Kinshasa),2020-06-08,4106
Congo (Kinshasa),2020-06-09,4259
Congo (Kinshasa),2020-07-01,7122
Congo (Kinshasa),2020-07-02,7189
Congo (Kinshasa),2020-07-03,7311
Congo (Kinshasa),2020-07-04,7379
Congo (Kinshasa),2020-07-05,7411
Congo (Kinshasa),2020-07-06,7432
Congo (Kinshasa),2020-07-07,7432
Costa Rica,2020-01-22,0
Costa Rica,2020-01-23,0
Costa Rica,2020-01-24,0
Costa Rica,2020-01-25,0
Costa Rica,2020-01-26,0
Costa Rica,2020-01-27,0
Costa Rica,2020-01-28,0
Costa Rica,2020-01-29,0
Costa Rica,2020-01-30,0
Costa Rica,2020-01-31,0
Costa Rica,2020-02-01,0
Costa Rica,2020-02-10,0
Costa Rica,2020-02-11,0
Costa Rica,2020-02-12,0
Costa Rica,2020-02-13,0
Costa Rica,2020-02-14,0
Costa Rica,2020-02-15,0
Costa Rica,2020-02-16,0
Costa Rica,2020-02-17,0
Costa Rica,2020-02-18,0
Costa Rica,2020-02-19,0
Costa Rica,2020-02-02,0
Costa Rica,2020-02-20,0
Costa Rica,2020-02-21,0
Costa Rica,2020-02-22,0
Costa Rica,2020-02-23,0
Costa Rica,2020-02-24,0
Costa Rica,2020-02-25,0
Costa Rica,2020-02-26,0
Costa Rica,2020-02-27,0
Costa Rica,2020-02-28,0
Costa Rica,2020-02-29,0
Costa Rica,2020-02-03,0
Costa Rica,2020-02-04,0
Costa Rica,2020-02-05,0
Costa Rica,2020-02-06,0
Costa Rica,2020-02-07,0
Costa Rica,2020-02-08,0
Costa Rica,2020-02-09,0
Costa Rica,2020-03-01,0
Costa Rica,2020-03-10,9
Costa Rica,2020-03-11,13
Costa Rica,2020-03-12,22
Costa Rica,2020-03-13,23
Costa Rica,2020-03-14,26
Costa Rica,2020-03-15,27
Costa Rica,2020-03-16,35
Costa Rica,2020-03-17,41
Costa Rica,2020-03-18,50
Costa Rica,2020-03-19,69
Costa Rica,2020-03-02,0
Costa Rica,2020-03-20,89
Costa Rica,2020-03-21,117
Costa Rica,2020-03-22,134
Costa Rica,2020-03-23,158
Costa Rica,2020-03-24,177
Costa Rica,2020-03-25,201
Costa Rica,2020-03-26,231
Costa Rica,2020-03-27,263
Costa Rica,2020-03-28,295
Costa Rica,2020-03-29,314
Costa Rica,2020-03-03,0
Costa Rica,2020-03-30,330
Costa Rica,2020-03-31,347
Costa Rica,2020-03-04,0
Costa Rica,2020-03-05,0
Costa Rica,2020-03-06,1
Costa Rica,2020-03-07,1
Costa Rica,2020-03-08,5
Costa Rica,2020-03-09,9
Costa Rica,2020-04-01,375
Costa Rica,2020-04-10,558
Costa Rica,2020-04-11,577
Costa Rica,2020-04-12,595
Costa Rica,2020-04-13,612
Costa Rica,2020-04-14,618
Costa Rica,2020-04-15,626
Costa Rica,2020-04-16,642
Costa Rica,2020-04-17,649
Costa Rica,2020-04-18,655
Costa Rica,2020-04-19,660
Costa Rica,2020-04-02,396
Costa Rica,2020-04-20,662
Costa Rica,2020-04-21,669
Costa Rica,2020-04-22,681
Costa Rica,2020-04-23,686
Costa Rica,2020-04-24,687
Costa Rica,2020-04-25,693
Costa Rica,2020-04-26,695
